Region,Country,Year,Tenure >=,Category (Severance pay / Redundancy pay),General remarks,Severance pay amount in time
Europe,Romania,2019,2 years,Redundancy pay,"No statutory redundancy pay in the Labour Code. <br/>Generally, the law does not include special rules on severance payments in the case of collective redundancies. An exception is the Government Emergency Ordinance no. 36/2013, which provides for the right to severance payments in certain state-owned units.<br/>Severance payments are owed by the employer if there are provisions to this effect in the applicable collective agreement. (source CEELEX)<br/><br/>",0.0 month(s)
Europe,Romania,2019,4 years,Redundancy pay,"No statutory redundancy pay in the Labour Code. <br/>Generally, the law does not include special rules on severance payments in the case of collective redundancies. An exception is the Government Emergency Ordinance no. 36/2013, which provides for the right to severance payments in certain state-owned units.<br/>Severance payments are owed by the employer if there are provisions to this effect in the applicable collective agreement. (source CEELEX)<br/><br/>",0.0 month(s)
Europe,Romania,2019,5 years,Redundancy pay,"No statutory redundancy pay in the Labour Code. <br/>Generally, the law does not include special rules on severance payments in the case of collective redundancies. An exception is the Government Emergency Ordinance no. 36/2013, which provides for the right to severance payments in certain state-owned units.<br/>Severance payments are owed by the employer if there are provisions to this effect in the applicable collective agreement. (source CEELEX)<br/><br/>",0.0 month(s)
Europe,Romania,2019,10 years,Redundancy pay,"No statutory redundancy pay in the Labour Code. <br/>Generally, the law does not include special rules on severance payments in the case of collective redundancies. An exception is the Government Emergency Ordinance no. 36/2013, which provides for the right to severance payments in certain state-owned units.<br/>Severance payments are owed by the employer if there are provisions to this effect in the applicable collective agreement. (source CEELEX)<br/><br/>",0.0 month(s)
Europe,Romania,2019,20 years,Redundancy pay,"No statutory redundancy pay in the Labour Code. <br/>Generally, the law does not include special rules on severance payments in the case of collective redundancies. An exception is the Government Emergency Ordinance no. 36/2013, which provides for the right to severance payments in certain state-owned units.<br/>Severance payments are owed by the employer if there are provisions to this effect in the applicable collective agreement. (source CEELEX)<br/><br/>",0.0 month(s)
Europe,Russian Federation,2019,6 months,Severance pay,Article 178 of the Labour Code: the worker is entitled to a two-week salary severance pay in some cases of dismissals.,0.0 month(s)
Europe,Russian Federation,2019,9 months,Severance pay,Article 178 of the Labour Code: the worker is entitled to a two-week salary severance pay in some cases of dismissals.,0.0 month(s)
Europe,Russian Federation,2019,1 year,Severance pay,Article 178 of the Labour Code: the worker is entitled to a two-week salary severance pay in some cases of dismissals.,0.0 month(s)
Europe,Russian Federation,2019,2 years,Severance pay,Article 178 of the Labour Code: the worker is entitled to a two-week salary severance pay in some cases of dismissals.,0.0 month(s)
Europe,Russian Federation,2019,4 years,Severance pay,Article 178 of the Labour Code: the worker is entitled to a two-week salary severance pay in some cases of dismissals.,0.0 month(s)
Europe,Russian Federation,2019,5 years,Severance pay,Article 178 of the Labour Code: the worker is entitled to a two-week salary severance pay in some cases of dismissals.,0.0 month(s)
Europe,Russian Federation,2019,10 years,Severance pay,Article 178 of the Labour Code: the worker is entitled to a two-week salary severance pay in some cases of dismissals.,0.0 month(s)
Europe,Russian Federation,2019,20 years,Severance pay,Article 178 of the Labour Code: the worker is entitled to a two-week salary severance pay in some cases of dismissals.,0.0 month(s)
Europe,Russian Federation,2019,6 months,Redundancy pay,Article 178 of the Labour Code: any worker dismissed for economic reasons is entitled to a redundancy pay whose amount is one-month average salary. In addition the worker is entitled to an average salary during three months if the worker applied to the employment agency within two weeks after dismissal and was not placed in a job.,0.0 month(s)
Europe,Russian Federation,2019,9 months,Redundancy pay,Article 178 of the Labour Code: any worker dismissed for economic reasons is entitled to a redundancy pay whose amount is one-month average salary. In addition the worker is entitled to an average salary during three months if the worker applied to the employment agency within two weeks after dismissal and was not placed in a job.,0.0 month(s)
Europe,Russian Federation,2019,1 year,Redundancy pay,Article 178 of the Labour Code: any worker dismissed for economic reasons is entitled to a redundancy pay whose amount is one-month average salary. In addition the worker is entitled to an average salary during three months if the worker applied to the employment agency within two weeks after dismissal and was not placed in a job.,0.0 month(s)
Europe,Russian Federation,2019,2 years,Redundancy pay,Article 178 of the Labour Code: any worker dismissed for economic reasons is entitled to a redundancy pay whose amount is one-month average salary. In addition the worker is entitled to an average salary during three months if the worker applied to the employment agency within two weeks after dismissal and was not placed in a job.,0.0 month(s)
Europe,Russian Federation,2019,4 years,Redundancy pay,Article 178 of the Labour Code: any worker dismissed for economic reasons is entitled to a redundancy pay whose amount is one-month average salary. In addition the worker is entitled to an average salary during three months if the worker applied to the employment agency within two weeks after dismissal and was not placed in a job.,0.0 month(s)
Europe,Russian Federation,2019,5 years,Redundancy pay,Article 178 of the Labour Code: any worker dismissed for economic reasons is entitled to a redundancy pay whose amount is one-month average salary. In addition the worker is entitled to an average salary during three months if the worker applied to the employment agency within two weeks after dismissal and was not placed in a job.,0.0 month(s)
Europe,Russian Federation,2019,10 years,Redundancy pay,Article 178 of the Labour Code: any worker dismissed for economic reasons is entitled to a redundancy pay whose amount is one-month average salary. In addition the worker is entitled to an average salary during three months if the worker applied to the employment agency within two weeks after dismissal and was not placed in a job.,0.0 month(s)
Europe,Russian Federation,2019,20 years,Redundancy pay,Article 178 of the Labour Code: any worker dismissed for economic reasons is entitled to a redundancy pay whose amount is one-month average salary. In addition the worker is entitled to an average salary during three months if the worker applied to the employment agency within two weeks after dismissal and was not placed in a job.,0.0 month(s)
Africa,Rwanda,2019,6 months,Severance pay,"•Art. 31 of the 2018 LL repealed Art. 35 of the 2009, LL, which provided “dismissal compensation” or severance pay. Art. 31 in the  new LL provides that upon termination of an employment contract as a result of economic reasons, technological transfer or sickness, workers are entitled to severance pay (&quot;terminal benefits&quot;) provided that they have completed a period of at least twelve (12) consecutive months of work. The new LL, which repealed the 2009 LL introduced new calculations for minimum entitlements as follows:<br/><br/>Statutory severance pay is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.",0.0 month(s)
Africa,Rwanda,2019,9 months,Severance pay,"•Art. 31 of the 2018 LL repealed Art. 35 of the 2009, LL, which provided “dismissal compensation” or severance pay. Art. 31 in the  new LL provides that upon termination of an employment contract as a result of economic reasons, technological transfer or sickness, workers are entitled to severance pay (&quot;terminal benefits&quot;) provided that they have completed a period of at least twelve (12) consecutive months of work. The new LL, which repealed the 2009 LL introduced new calculations for minimum entitlements as follows:<br/><br/>Statutory severance pay is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.",0.0 month(s)
Africa,Rwanda,2019,1 year,Severance pay,"•Art. 31 of the 2018 LL repealed Art. 35 of the 2009, LL, which provided “dismissal compensation” or severance pay. Art. 31 in the  new LL provides that upon termination of an employment contract as a result of economic reasons, technological transfer or sickness, workers are entitled to severance pay (&quot;terminal benefits&quot;) provided that they have completed a period of at least twelve (12) consecutive months of work. The new LL, which repealed the 2009 LL introduced new calculations for minimum entitlements as follows:<br/><br/>Statutory severance pay is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.",0.25 month(s)
Africa,Rwanda,2019,2 years,Severance pay,"•Art. 31 of the 2018 LL repealed Art. 35 of the 2009, LL, which provided “dismissal compensation” or severance pay. Art. 31 in the  new LL provides that upon termination of an employment contract as a result of economic reasons, technological transfer or sickness, workers are entitled to severance pay (&quot;terminal benefits&quot;) provided that they have completed a period of at least twelve (12) consecutive months of work. The new LL, which repealed the 2009 LL introduced new calculations for minimum entitlements as follows:<br/><br/>Statutory severance pay is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.",0.5 month(s)
Africa,Rwanda,2019,4 years,Severance pay,"•Art. 31 of the 2018 LL repealed Art. 35 of the 2009, LL, which provided “dismissal compensation” or severance pay. Art. 31 in the  new LL provides that upon termination of an employment contract as a result of economic reasons, technological transfer or sickness, workers are entitled to severance pay (&quot;terminal benefits&quot;) provided that they have completed a period of at least twelve (12) consecutive months of work. The new LL, which repealed the 2009 LL introduced new calculations for minimum entitlements as follows:<br/><br/>Statutory severance pay is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.",1.0 month(s)
Africa,Rwanda,2019,5 years,Severance pay,"•Art. 31 of the 2018 LL repealed Art. 35 of the 2009, LL, which provided “dismissal compensation” or severance pay. Art. 31 in the  new LL provides that upon termination of an employment contract as a result of economic reasons, technological transfer or sickness, workers are entitled to severance pay (&quot;terminal benefits&quot;) provided that they have completed a period of at least twelve (12) consecutive months of work. The new LL, which repealed the 2009 LL introduced new calculations for minimum entitlements as follows:<br/><br/>Statutory severance pay is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.",1.25 month(s)
Africa,Rwanda,2019,10 years,Severance pay,"•Art. 31 of the 2018 LL repealed Art. 35 of the 2009, LL, which provided “dismissal compensation” or severance pay. Art. 31 in the  new LL provides that upon termination of an employment contract as a result of economic reasons, technological transfer or sickness, workers are entitled to severance pay (&quot;terminal benefits&quot;) provided that they have completed a period of at least twelve (12) consecutive months of work. The new LL, which repealed the 2009 LL introduced new calculations for minimum entitlements as follows:<br/><br/>Statutory severance pay is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.",2.75 month(s)
Africa,Rwanda,2019,20 years,Severance pay,"•Art. 31 of the 2018 LL repealed Art. 35 of the 2009, LL, which provided “dismissal compensation” or severance pay. Art. 31 in the  new LL provides that upon termination of an employment contract as a result of economic reasons, technological transfer or sickness, workers are entitled to severance pay (&quot;terminal benefits&quot;) provided that they have completed a period of at least twelve (12) consecutive months of work. The new LL, which repealed the 2009 LL introduced new calculations for minimum entitlements as follows:<br/><br/>Statutory severance pay is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.",6.75 month(s)
Africa,Rwanda,2019,6 months,Redundancy pay,"•The new provisions introduced by the 2018 LL under Art. 31 establish the basis of the payment of “terminal benefits” to employees upon the termination of an employment contract as a result of economic reasons, technological transfer or sickness, granted the employee completed at least 12 consecutive months of work. <br/><br/>Redundancy payment is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.<br/>",0.0 month(s)
Africa,Rwanda,2019,9 months,Redundancy pay,"•The new provisions introduced by the 2018 LL under Art. 31 establish the basis of the payment of “terminal benefits” to employees upon the termination of an employment contract as a result of economic reasons, technological transfer or sickness, granted the employee completed at least 12 consecutive months of work. <br/><br/>Redundancy payment is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.<br/>",0.0 month(s)
Africa,Rwanda,2019,1 year,Redundancy pay,"•The new provisions introduced by the 2018 LL under Art. 31 establish the basis of the payment of “terminal benefits” to employees upon the termination of an employment contract as a result of economic reasons, technological transfer or sickness, granted the employee completed at least 12 consecutive months of work. <br/><br/>Redundancy payment is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.<br/>",0.25 month(s)
Africa,Rwanda,2019,2 years,Redundancy pay,"•The new provisions introduced by the 2018 LL under Art. 31 establish the basis of the payment of “terminal benefits” to employees upon the termination of an employment contract as a result of economic reasons, technological transfer or sickness, granted the employee completed at least 12 consecutive months of work. <br/><br/>Redundancy payment is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.<br/>",0.5 month(s)
Africa,Rwanda,2019,4 years,Redundancy pay,"•The new provisions introduced by the 2018 LL under Art. 31 establish the basis of the payment of “terminal benefits” to employees upon the termination of an employment contract as a result of economic reasons, technological transfer or sickness, granted the employee completed at least 12 consecutive months of work. <br/><br/>Redundancy payment is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.<br/>",1.0 month(s)
Africa,Rwanda,2019,5 years,Redundancy pay,"•The new provisions introduced by the 2018 LL under Art. 31 establish the basis of the payment of “terminal benefits” to employees upon the termination of an employment contract as a result of economic reasons, technological transfer or sickness, granted the employee completed at least 12 consecutive months of work. <br/><br/>Redundancy payment is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.<br/>",1.25 month(s)
Africa,Rwanda,2019,10 years,Redundancy pay,"•The new provisions introduced by the 2018 LL under Art. 31 establish the basis of the payment of “terminal benefits” to employees upon the termination of an employment contract as a result of economic reasons, technological transfer or sickness, granted the employee completed at least 12 consecutive months of work. <br/><br/>Redundancy payment is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.<br/>",2.75 month(s)
Africa,Rwanda,2019,20 years,Redundancy pay,"•The new provisions introduced by the 2018 LL under Art. 31 establish the basis of the payment of “terminal benefits” to employees upon the termination of an employment contract as a result of economic reasons, technological transfer or sickness, granted the employee completed at least 12 consecutive months of work. <br/><br/>Redundancy payment is payable at the following rates:<br/>-  2 month&apos; salary for less than 5 years of service;<br/>-  3 months&apos; salary for 5 to 10 years of service;<br/>- 4months&apos; salary for 10 to 15 years of service;<br/>-  5 months&apos; salary for 15 to 20 years of service;<br/>-  6 months&apos; salary for 20 to 25 years of service; and<br/>-  7 months&apos; salary for more than 25 years of service.<br/>",6.75 month(s)
Arab States,Saudi Arabia,2017,6 months,Severance pay,"The Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation. <br/>",0.0 month(s)
Arab States,Saudi Arabia,2017,9 months,Severance pay,"The Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation. <br/>",0.0 month(s)
Arab States,Saudi Arabia,2017,1 year,Severance pay,"The Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation. <br/>",0.25 month(s)
Arab States,Saudi Arabia,2017,2 years,Severance pay,"The Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation. <br/>",0.5 month(s)
Arab States,Saudi Arabia,2017,4 years,Severance pay,"The Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation. <br/>",1.0 month(s)
Arab States,Saudi Arabia,2017,5 years,Severance pay,"The Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation. <br/>",1.25 month(s)
Arab States,Saudi Arabia,2017,10 years,Severance pay,"The Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation. <br/>",2.75 month(s)
Arab States,Saudi Arabia,2017,20 years,Severance pay,"The Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation. <br/>",6.75 month(s)
Arab States,Saudi Arabia,2017,6 months,Redundancy pay,"No specific redundancy payment. However, the Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation.",0.0 month(s)
Arab States,Saudi Arabia,2017,9 months,Redundancy pay,"No specific redundancy payment. However, the Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation.",0.0 month(s)
Arab States,Saudi Arabia,2017,1 year,Redundancy pay,"No specific redundancy payment. However, the Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation.",0.25 month(s)
Arab States,Saudi Arabia,2017,2 years,Redundancy pay,"No specific redundancy payment. However, the Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation.",0.5 month(s)
Arab States,Saudi Arabia,2017,4 years,Redundancy pay,"No specific redundancy payment. However, the Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation.",1.0 month(s)
Arab States,Saudi Arabia,2017,5 years,Redundancy pay,"No specific redundancy payment. However, the Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation.",1.25 month(s)
Arab States,Saudi Arabia,2017,10 years,Redundancy pay,"No specific redundancy payment. However, the Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation.",2.75 month(s)
Arab States,Saudi Arabia,2017,20 years,Redundancy pay,"No specific redundancy payment. However, the Labour Law provides in art. 84 for an end-of-service award that shall be due at the end of the work relation, no matter the reason of termination of employment (retirement, end of the fixed-term contract, &quot;force majeure&quot;, resignation). Such award shall amount to half-month wages for each of the first five years of service and one-month wages for the following years. It is however reduced in case of resignation.",6.75 month(s)
Europe,Sweden,2017,6 months,Severance pay,,0.0 month(s)
Europe,Sweden,2017,9 months,Severance pay,,0.0 month(s)
Europe,Sweden,2017,1 year,Severance pay,,0.0 month(s)
Europe,Sweden,2017,2 years,Severance pay,,0.0 month(s)
Europe,Sweden,2017,4 years,Severance pay,,0.0 month(s)
Europe,Sweden,2017,5 years,Severance pay,,0.0 month(s)
Europe,Sweden,2017,10 years,Severance pay,,0.0 month(s)
Europe,Sweden,2017,20 years,Severance pay,,0.0 month(s)
Europe,Sweden,2017,6 months,Redundancy pay,,1.0 month(s)
Europe,Sweden,2017,9 months,Redundancy pay,,1.0 month(s)
Europe,Sweden,2017,1 year,Redundancy pay,,1.0 month(s)
Europe,Sweden,2017,2 years,Redundancy pay,,1.0 month(s)
Europe,Sweden,2017,4 years,Redundancy pay,,1.0 month(s)
Europe,Sweden,2017,5 years,Redundancy pay,,1.0 month(s)
Europe,Sweden,2017,10 years,Redundancy pay,,1.0 month(s)
Europe,Sweden,2017,20 years,Redundancy pay,,1.0 month(s)
Asia,Singapore,2019,6 months,Severance pay,No provision on severance pay in the Employment Act.,0.0 month(s)
Asia,Singapore,2019,9 months,Severance pay,No provision on severance pay in the Employment Act.,0.0 month(s)
Asia,Singapore,2019,1 year,Severance pay,No provision on severance pay in the Employment Act.,0.25 month(s)
Asia,Singapore,2019,2 years,Severance pay,No provision on severance pay in the Employment Act.,0.5 month(s)
Asia,Singapore,2019,4 years,Severance pay,No provision on severance pay in the Employment Act.,1.0 month(s)
Asia,Singapore,2019,5 years,Severance pay,No provision on severance pay in the Employment Act.,1.25 month(s)
Asia,Singapore,2019,10 years,Severance pay,No provision on severance pay in the Employment Act.,2.75 month(s)
Asia,Singapore,2019,20 years,Severance pay,No provision on severance pay in the Employment Act.,6.75 month(s)
Asia,Singapore,2019,6 months,Redundancy pay,,0.0 month(s)
Asia,Singapore,2019,9 months,Redundancy pay,,0.0 month(s)
Asia,Singapore,2019,1 year,Redundancy pay,,0.25 month(s)
Asia,Singapore,2019,2 years,Redundancy pay,,0.5 month(s)
Asia,Singapore,2019,4 years,Redundancy pay,,1.0 month(s)
Asia,Singapore,2019,5 years,Redundancy pay,,1.25 month(s)
Asia,Singapore,2019,10 years,Redundancy pay,,2.75 month(s)
Asia,Singapore,2019,20 years,Redundancy pay,,6.75 month(s)
Europe,Slovenia,2019,6 months,Severance pay,"Article 108 of ERA defines the rules for severance pay:<br/><br/>Paragraph 1 - Severance pay is due to contract termination for business reasons or for reasons of incapacity. The basis for the calculation of severance pay are the average monthly salary received by the worker in the last three months before termination.<br/><br/>(2) An employee is entitled to severance pay in the amount of:<br/><br/>-         1/5 of the basis referred to in the previous paragraph for each year of employment with the employer, if the contracts lasts from 1 to 10 years,<br/><br/>-         1/4 base in the previous paragraph for each year of employment with the employer, if the contract lasts from 10 years to 20 years,<br/><br/>-         1/3 of the basis referred to in the previous paragraph for each year of employment with the employer,  the contract lasts more than 20 years.<br/><br/>Paragraoh 4 provides that he amount of severance pay shall not exceed 10 times the amount provided for in the first paragraph of this Article, except if there is different disposition in collective bargaining agreement,<br/><br/>Paragraph 5  In compulsory settlement proceedings, the worker and the employer may agree in reducing the amount of severance pay under the first paragraph of this Article, if it the payment itself jeopardizes the maintaince of a large number of jobs.<br/><br/>",0.0 month(s)
Europe,Slovenia,2019,9 months,Severance pay,"Article 108 of ERA defines the rules for severance pay:<br/><br/>Paragraph 1 - Severance pay is due to contract termination for business reasons or for reasons of incapacity. The basis for the calculation of severance pay are the average monthly salary received by the worker in the last three months before termination.<br/><br/>(2) An employee is entitled to severance pay in the amount of:<br/><br/>-         1/5 of the basis referred to in the previous paragraph for each year of employment with the employer, if the contracts lasts from 1 to 10 years,<br/><br/>-         1/4 base in the previous paragraph for each year of employment with the employer, if the contract lasts from 10 years to 20 years,<br/><br/>-         1/3 of the basis referred to in the previous paragraph for each year of employment with the employer,  the contract lasts more than 20 years.<br/><br/>Paragraoh 4 provides that he amount of severance pay shall not exceed 10 times the amount provided for in the first paragraph of this Article, except if there is different disposition in collective bargaining agreement,<br/><br/>Paragraph 5  In compulsory settlement proceedings, the worker and the employer may agree in reducing the amount of severance pay under the first paragraph of this Article, if it the payment itself jeopardizes the maintaince of a large number of jobs.<br/><br/>",0.0 month(s)
Europe,Slovenia,2019,1 year,Severance pay,"Article 108 of ERA defines the rules for severance pay:<br/><br/>Paragraph 1 - Severance pay is due to contract termination for business reasons or for reasons of incapacity. The basis for the calculation of severance pay are the average monthly salary received by the worker in the last three months before termination.<br/><br/>(2) An employee is entitled to severance pay in the amount of:<br/><br/>-         1/5 of the basis referred to in the previous paragraph for each year of employment with the employer, if the contracts lasts from 1 to 10 years,<br/><br/>-         1/4 base in the previous paragraph for each year of employment with the employer, if the contract lasts from 10 years to 20 years,<br/><br/>-         1/3 of the basis referred to in the previous paragraph for each year of employment with the employer,  the contract lasts more than 20 years.<br/><br/>Paragraoh 4 provides that he amount of severance pay shall not exceed 10 times the amount provided for in the first paragraph of this Article, except if there is different disposition in collective bargaining agreement,<br/><br/>Paragraph 5  In compulsory settlement proceedings, the worker and the employer may agree in reducing the amount of severance pay under the first paragraph of this Article, if it the payment itself jeopardizes the maintaince of a large number of jobs.<br/><br/>",0.25 month(s)
